experiment,subject,condition,topic,social_type,social,word_count,question_count,filler_count,hedge_count,tom_count,polite_pos,polite_neg,impolite,politeness_score,nonfluency_count,liwc_filler_count,disfluency_count,like_count,fung_interpersonal_count,fung_referential_count,fung_structural_count,fung_cognitive_count,fung_total_count,demir_modal_count,demir_verb_count,demir_adverb_count,demir_adjective_count,demir_quantifier_count,demir_noun_count,demir_total_count,sentiment,sentiment_pos,sentiment_neg,sentiment_neu,quality,connectedness,filler_rate,hedge_rate,tom_rate,politeness_rate,nonfluency_rate,liwc_filler_rate,disfluency_rate,like_rate,fung_interpersonal_rate,fung_referential_rate,fung_structural_rate,fung_cognitive_rate,fung_total_rate,demir_modal_rate,demir_verb_rate,demir_adverb_rate,demir_adjective_rate,demir_quantifier_rate,demir_noun_rate,demir_total_rate
Exp1_Human,sub-010,bot,fashion,nonsocial,0,187,1,15,8,0,0,0,0,0,0,1,1,12,31,11,14,19,41,1,6,1,0,0,0,8,0.9677,0.26,0.008,0.732,3.0,3.0,0.08021390374331551,0.0427807486631016,0.0,0.0,0.0,0.0053475935828877,0.0053475935828877,0.06417112299465241,0.1657754010695187,0.058823529411764705,0.0748663101604278,0.10160427807486631,0.2192513368983957,0.0053475935828877,0.03208556149732621,0.0053475935828877,0.0,0.0,0.0,0.0427807486631016
Exp1_Human,sub-010,bot,forgiveness,social,1,163,1,3,5,2,0,1,0,1,0,1,1,1,9,12,10,5,21,0,7,6,0,0,0,13,0.89595,0.21150000000000002,0.0465,0.742,3.0,3.0,0.018404907975460124,0.03067484662576687,0.012269938650306749,0.006134969325153374,0.0,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.05521472392638037,0.0736196319018405,0.06134969325153374,0.03067484662576687,0.12883435582822086,0.0,0.04294478527607362,0.03680981595092025,0.0,0.0,0.0,0.07975460122699386
Exp1_Human,sub-010,bot,friendship,social,1,130,1,4,6,1,0,0,0,0,1,0,1,3,14,7,10,10,20,2,7,0,0,1,0,10,0.98265,0.4215,0.0115,0.567,3.0,3.0,0.03076923076923077,0.046153846153846156,0.007692307692307693,0.0,0.007692307692307693,0.0,0.007692307692307693,0.023076923076923078,0.1076923076923077,0.05384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.015384615384615385,0.05384615384615385,0.0,0.0,0.007692307692307693,0.0,0.07692307692307693
Exp1_Human,sub-010,bot,hobbies,social,1,122,1,8,2,0,0,0,0,0,1,1,2,5,12,5,4,8,18,2,2,1,0,0,0,5,0.8333666666666666,0.29633333333333334,0.0,0.7036666666666668,3.0,3.0,0.06557377049180328,0.01639344262295082,0.0,0.0,0.00819672131147541,0.00819672131147541,0.01639344262295082,0.040983606557377046,0.09836065573770492,0.040983606557377046,0.03278688524590164,0.06557377049180328,0.14754098360655737,0.01639344262295082,0.01639344262295082,0.00819672131147541,0.0,0.0,0.0,0.040983606557377046
Exp1_Human,sub-010,bot,loneliness,social,1,155,0,7,4,0,0,0,0,0,0,1,1,5,15,11,8,9,26,0,2,0,0,2,0,4,0.7664500000000001,0.175,0.0645,0.7605,3.0,3.0,0.04516129032258064,0.025806451612903226,0.0,0.0,0.0,0.0064516129032258064,0.0064516129032258064,0.03225806451612903,0.0967741935483871,0.07096774193548387,0.05161290322580645,0.05806451612903226,0.16774193548387098,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.025806451612903226
Exp1_Human,sub-010,bot,mentorship,social,1,130,2,2,1,0,0,0,0,0,0,0,0,2,6,8,3,3,15,1,2,1,0,0,0,4,0.44720000000000004,0.1315,0.0285,0.84,3.0,3.0,0.015384615384615385,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.046153846153846156,0.06153846153846154,0.023076923076923078,0.023076923076923078,0.11538461538461539,0.007692307692307693,0.015384615384615385,0.007692307692307693,0.0,0.0,0.0,0.03076923076923077
Exp1_Human,sub-010,bot,movies,nonsocial,0,106,1,15,2,0,0,0,0,0,2,0,2,13,24,3,7,15,26,0,3,1,0,0,0,4,0.7338,0.4056666666666667,0.010333333333333333,0.584,3.0,2.0,0.14150943396226415,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.12264150943396226,0.22641509433962265,0.02830188679245283,0.0660377358490566,0.14150943396226415,0.24528301886792453,0.0,0.02830188679245283,0.009433962264150943,0.0,0.0,0.0,0.03773584905660377
Exp1_Human,sub-010,bot,role_models,social,1,111,0,5,1,0,0,0,0,0,0,1,1,2,6,7,8,3,14,0,1,2,0,1,0,4,0.9069,0.2205,0.0,0.7795000000000001,3.0,3.0,0.04504504504504504,0.009009009009009009,0.0,0.0,0.0,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.05405405405405406,0.06306306306306306,0.07207207207207207,0.02702702702702703,0.12612612612612611,0.0,0.009009009009009009,0.018018018018018018,0.0,0.009009009009009009,0.0,0.036036036036036036
Exp1_Human,sub-010,bot,seasons,nonsocial,0,106,1,14,1,0,0,0,0,0,2,0,2,8,15,7,9,9,22,0,2,0,0,0,0,2,0.9559,0.33599999999999997,0.0,0.6639999999999999,3.0,3.0,0.1320754716981132,0.009433962264150943,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.07547169811320754,0.14150943396226415,0.0660377358490566,0.08490566037735849,0.08490566037735849,0.20754716981132076,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.018867924528301886
Exp1_Human,sub-010,bot,social_media,social,1,128,0,7,7,1,0,0,0,0,2,2,4,2,11,5,3,10,17,1,5,4,0,2,0,12,0.6929,0.14,0.0165,0.8434999999999999,3.0,2.0,0.0546875,0.0546875,0.0078125,0.0,0.015625,0.015625,0.03125,0.015625,0.0859375,0.0390625,0.0234375,0.078125,0.1328125,0.0078125,0.0390625,0.03125,0.0,0.015625,0.0,0.09375
Exp1_Human,sub-010,bot,space,nonsocial,0,100,1,3,2,0,0,0,0,0,0,0,0,3,7,4,3,5,11,0,3,2,0,0,0,5,0.34995,0.0955,0.051000000000000004,0.8534999999999999,3.0,2.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.04,0.03,0.05,0.11,0.0,0.03,0.02,0.0,0.0,0.0,0.05
Exp1_Human,sub-010,bot,sports,nonsocial,0,117,1,5,1,2,0,0,0,0,0,1,1,3,8,6,5,5,14,0,1,0,0,1,0,2,0.8412,0.1755,0.0,0.8245,3.0,3.0,0.042735042735042736,0.008547008547008548,0.017094017094017096,0.0,0.0,0.008547008547008548,0.008547008547008548,0.02564102564102564,0.06837606837606838,0.05128205128205128,0.042735042735042736,0.042735042735042736,0.11965811965811966,0.0,0.008547008547008548,0.0,0.0,0.008547008547008548,0.0,0.017094017094017096
Exp1_Human,sub-010,bot,teamwork,social,1,119,1,7,2,0,0,0,0,0,2,0,2,4,10,6,6,6,16,0,2,1,0,0,1,4,0.8866333333333333,0.2803333333333333,0.0,0.7196666666666666,3.0,3.0,0.058823529411764705,0.01680672268907563,0.0,0.0,0.01680672268907563,0.0,0.01680672268907563,0.03361344537815126,0.08403361344537816,0.05042016806722689,0.05042016806722689,0.05042016806722689,0.13445378151260504,0.0,0.01680672268907563,0.008403361344537815,0.0,0.0,0.008403361344537815,0.03361344537815126
Exp1_Human,sub-010,bot,technology,nonsocial,0,69,1,2,2,1,0,0,0,0,0,1,1,1,6,3,2,4,9,0,1,2,0,0,0,3,0.4934,0.12,0.0,0.88,3.0,2.0,0.028985507246376812,0.028985507246376812,0.014492753623188406,0.0,0.0,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.08695652173913043,0.043478260869565216,0.028985507246376812,0.057971014492753624,0.13043478260869565,0.0,0.014492753623188406,0.028985507246376812,0.0,0.0,0.0,0.043478260869565216
Exp1_Human,sub-010,bot,weather,nonsocial,0,86,1,7,3,1,0,0,0,0,1,1,2,5,8,6,3,7,14,0,5,3,0,0,0,8,0.90745,0.3635,0.026,0.6105,3.0,2.0,0.08139534883720931,0.03488372093023256,0.011627906976744186,0.0,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.05813953488372093,0.09302325581395349,0.06976744186046512,0.03488372093023256,0.08139534883720931,0.16279069767441862,0.0,0.05813953488372093,0.03488372093023256,0.0,0.0,0.0,0.09302325581395349
Exp1_Human,sub-010,hum,art,nonsocial,0,98,0,14,3,0,0,0,0,0,0,1,1,14,19,7,4,16,26,0,3,0,0,0,0,3,0.9702500000000001,0.4335,0.039,0.5275000000000001,3.0,3.0,0.14285714285714285,0.030612244897959183,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.14285714285714285,0.19387755102040816,0.07142857142857142,0.04081632653061224,0.16326530612244897,0.2653061224489796,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.030612244897959183
Exp1_Human,sub-010,hum,childhood_memories,social,1,91,0,8,0,0,0,0,0,0,0,1,1,7,9,4,5,7,13,0,1,0,0,1,0,2,0.9207000000000001,0.351,0.044,0.605,3.0,3.0,0.08791208791208792,0.0,0.0,0.0,0.0,0.01098901098901099,0.01098901098901099,0.07692307692307693,0.0989010989010989,0.04395604395604396,0.054945054945054944,0.07692307692307693,0.14285714285714285,0.0,0.01098901098901099,0.0,0.0,0.01098901098901099,0.0,0.02197802197802198
Exp1_Human,sub-010,hum,communication,social,1,138,0,4,7,0,0,0,0,0,0,0,0,4,15,9,6,10,22,0,8,2,0,1,0,11,0.9719,0.197,0.011,0.792,3.0,3.0,0.028985507246376812,0.050724637681159424,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.10869565217391304,0.06521739130434782,0.043478260869565216,0.07246376811594203,0.15942028985507245,0.0,0.057971014492753624,0.014492753623188406,0.0,0.007246376811594203,0.0,0.07971014492753623
Exp1_Human,sub-010,hum,conflict,social,1,150,0,11,2,0,0,0,0,0,0,0,0,10,14,7,8,11,21,4,2,3,0,0,0,9,0.96515,0.3395,0.10550000000000001,0.555,3.0,3.0,0.07333333333333333,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.09333333333333334,0.04666666666666667,0.05333333333333334,0.07333333333333333,0.14,0.02666666666666667,0.013333333333333334,0.02,0.0,0.0,0.0,0.06
Exp1_Human,sub-010,hum,cooking,nonsocial,0,116,1,12,3,1,0,0,0,0,3,1,4,8,19,4,5,14,22,2,3,0,0,0,0,5,0.741,0.29433333333333334,0.051,0.6546666666666666,3.0,3.0,0.10344827586206896,0.02586206896551724,0.008620689655172414,0.0,0.02586206896551724,0.008620689655172414,0.034482758620689655,0.06896551724137931,0.16379310344827586,0.034482758620689655,0.04310344827586207,0.1206896551724138,0.1896551724137931,0.017241379310344827,0.02586206896551724,0.0,0.0,0.0,0.0,0.04310344827586207
Exp1_Human,sub-010,hum,empathy,social,1,138,0,4,11,0,0,0,0,0,0,0,0,3,17,4,6,11,19,2,3,0,0,0,0,5,0.91445,0.239,0.0,0.761,2.0,2.0,0.028985507246376812,0.07971014492753623,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.12318840579710146,0.028985507246376812,0.043478260869565216,0.07971014492753623,0.13768115942028986,0.014492753623188406,0.021739130434782608,0.0,0.0,0.0,0.0,0.036231884057971016
Exp1_Human,sub-010,hum,exercise,nonsocial,0,125,1,10,2,0,0,0,0,0,1,2,3,7,15,9,4,10,22,0,5,4,0,0,0,9,0.9679,0.33999999999999997,0.0255,0.6345000000000001,3.0,3.0,0.08,0.016,0.0,0.0,0.008,0.016,0.024,0.056,0.12,0.072,0.032,0.08,0.176,0.0,0.04,0.032,0.0,0.0,0.0,0.072
Exp1_Human,sub-010,hum,family,social,1,146,1,13,4,0,0,0,0,0,0,0,0,12,17,11,10,15,27,0,4,1,0,6,0,11,0.9629000000000001,0.2905,0.0,0.7095,3.0,3.0,0.08904109589041095,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.11643835616438356,0.07534246575342465,0.0684931506849315,0.10273972602739725,0.18493150684931506,0.0,0.0273972602739726,0.00684931506849315,0.0,0.0410958904109589,0.0,0.07534246575342465
Exp1_Human,sub-010,hum,food,nonsocial,0,92,1,6,0,0,0,0,0,0,1,0,1,2,6,7,5,2,13,0,1,1,0,0,0,2,0.83135,0.264,0.0465,0.69,3.0,4.0,0.06521739130434782,0.0,0.0,0.0,0.010869565217391304,0.0,0.010869565217391304,0.021739130434782608,0.06521739130434782,0.07608695652173914,0.05434782608695652,0.021739130434782608,0.14130434782608695,0.0,0.010869565217391304,0.010869565217391304,0.0,0.0,0.0,0.021739130434782608
Exp1_Human,sub-010,hum,gardening,nonsocial,0,104,0,7,2,0,0,0,0,0,0,0,0,5,6,10,6,5,16,1,1,1,0,3,0,6,0.8227500000000001,0.218,0.057499999999999996,0.7250000000000001,3.0,2.0,0.0673076923076923,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.04807692307692308,0.057692307692307696,0.09615384615384616,0.057692307692307696,0.04807692307692308,0.15384615384615385,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.0,0.028846153846153848,0.0,0.057692307692307696
Exp1_Human,sub-010,hum,goals,social,1,124,1,10,3,0,0,0,0,0,3,1,4,6,13,6,6,9,19,0,4,2,0,0,0,6,0.49365,0.161,0.0065,0.8325,3.0,4.0,0.08064516129032258,0.024193548387096774,0.0,0.0,0.024193548387096774,0.008064516129032258,0.03225806451612903,0.04838709677419355,0.10483870967741936,0.04838709677419355,0.04838709677419355,0.07258064516129033,0.1532258064516129,0.0,0.03225806451612903,0.016129032258064516,0.0,0.0,0.0,0.04838709677419355
Exp1_Human,sub-010,hum,love,social,1,101,0,8,6,0,1,0,0,1,3,1,4,4,15,5,7,9,19,0,5,1,0,0,0,6,0.88065,0.274,0.018,0.7075,3.0,3.0,0.07920792079207921,0.0594059405940594,0.0,0.009900990099009901,0.0297029702970297,0.009900990099009901,0.039603960396039604,0.039603960396039604,0.1485148514851485,0.04950495049504951,0.06930693069306931,0.0891089108910891,0.18811881188118812,0.0,0.04950495049504951,0.009900990099009901,0.0,0.0,0.0,0.0594059405940594
Exp1_Human,sub-010,hum,music,nonsocial,0,112,0,8,1,0,0,0,0,0,0,0,0,8,15,3,1,9,14,0,4,0,0,0,0,4,0.8825666666666666,0.3633333333333333,0.0,0.6366666666666666,3.0,3.0,0.07142857142857142,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.13392857142857142,0.026785714285714284,0.008928571428571428,0.08035714285714286,0.125,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571
Exp1_Human,sub-010,hum,nature,nonsocial,0,76,0,3,1,0,0,0,0,0,0,0,0,2,11,5,7,3,15,0,2,0,0,0,0,2,0.9415,0.357,0.0,0.643,3.0,3.0,0.039473684210526314,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.14473684210526316,0.06578947368421052,0.09210526315789473,0.039473684210526314,0.19736842105263158,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.02631578947368421
Exp1_Human,sub-010,hum,networks,social,1,168,0,7,3,0,0,0,0,0,0,0,0,7,13,12,8,9,25,2,3,0,0,4,0,9,0.96925,0.3075,0.049,0.643,3.0,3.0,0.041666666666666664,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.07738095238095238,0.07142857142857142,0.047619047619047616,0.05357142857142857,0.1488095238095238,0.011904761904761904,0.017857142857142856,0.0,0.0,0.023809523809523808,0.0,0.05357142857142857
Exp1_Human,sub-010,hum,photography,nonsocial,0,131,0,11,4,0,0,0,0,0,0,0,0,9,20,8,6,12,26,2,5,3,0,0,0,10,0.91315,0.232,0.0095,0.758,4.0,4.0,0.08396946564885496,0.030534351145038167,0.0,0.0,0.0,0.0,0.0,0.06870229007633588,0.15267175572519084,0.061068702290076333,0.04580152671755725,0.0916030534351145,0.1984732824427481,0.015267175572519083,0.03816793893129771,0.022900763358778626,0.0,0.0,0.0,0.07633587786259542
Exp1_Human,sub-010,hum,podcasts,nonsocial,0,97,1,6,3,0,0,0,0,0,0,1,1,6,14,3,1,9,16,0,2,2,0,0,0,4,0.05735000000000001,0.22199999999999998,0.15400000000000003,0.6234999999999999,3.0,3.0,0.061855670103092786,0.030927835051546393,0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.061855670103092786,0.14432989690721648,0.030927835051546393,0.010309278350515464,0.09278350515463918,0.16494845360824742,0.0,0.020618556701030927,0.020618556701030927,0.0,0.0,0.0,0.041237113402061855
Exp1_Human,sub-010,hum,travel,nonsocial,0,78,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,6,0,1,1,0,1,0,3,0.80725,0.193,0.0,0.8069999999999999,3.0,3.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.01282051282051282,0.07692307692307693,0.0,0.01282051282051282,0.01282051282051282,0.0,0.01282051282051282,0.0,0.038461538461538464
Exp1_Human,sub-010,hum,trust,social,1,194,0,13,8,1,0,0,0,0,0,0,0,10,21,10,9,17,31,2,9,2,0,1,0,14,0.9460999999999999,0.2255,0.0445,0.73,2.0,2.0,0.06701030927835051,0.041237113402061855,0.005154639175257732,0.0,0.0,0.0,0.0,0.05154639175257732,0.10824742268041238,0.05154639175257732,0.04639175257731959,0.08762886597938144,0.15979381443298968,0.010309278350515464,0.04639175257731959,0.010309278350515464,0.0,0.005154639175257732,0.0,0.07216494845360824
Exp1_Human,sub-010,hum,work_life,social,1,90,1,7,4,0,0,0,0,0,1,0,1,4,14,5,8,8,18,2,3,0,0,1,0,6,0.89105,0.3815,0.0,0.6185,3.0,3.0,0.07777777777777778,0.044444444444444446,0.0,0.0,0.011111111111111112,0.0,0.011111111111111112,0.044444444444444446,0.15555555555555556,0.05555555555555555,0.08888888888888889,0.08888888888888889,0.2,0.022222222222222223,0.03333333333333333,0.0,0.0,0.011111111111111112,0.0,0.06666666666666667
Exp1_Human,sub-011,bot,art,nonsocial,0,140,1,5,2,0,0,0,0,0,1,0,1,3,10,10,7,6,18,3,3,2,0,2,0,10,0.8492,0.176,0.0085,0.8160000000000001,4.0,4.0,0.03571428571428571,0.014285714285714285,0.0,0.0,0.007142857142857143,0.0,0.007142857142857143,0.02142857142857143,0.07142857142857142,0.07142857142857142,0.05,0.04285714285714286,0.12857142857142856,0.02142857142857143,0.02142857142857143,0.014285714285714285,0.0,0.014285714285714285,0.0,0.07142857142857142
Exp1_Human,sub-011,bot,books,nonsocial,0,122,0,3,0,0,2,0,0,2,0,0,0,3,8,3,2,3,10,3,3,4,0,2,0,12,0.8277666666666667,0.23066666666666666,0.03133333333333333,0.738,3.0,4.0,0.02459016393442623,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.02459016393442623,0.06557377049180328,0.02459016393442623,0.01639344262295082,0.02459016393442623,0.08196721311475409,0.02459016393442623,0.02459016393442623,0.03278688524590164,0.0,0.01639344262295082,0.0,0.09836065573770492
Exp1_Human,sub-011,bot,boundaries,social,1,95,1,1,3,1,0,0,0,0,0,0,0,0,4,6,5,2,10,2,2,2,0,0,0,6,0.6666,0.16649999999999998,0.0425,0.791,3.0,4.0,0.010526315789473684,0.031578947368421054,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.042105263157894736,0.06315789473684211,0.05263157894736842,0.021052631578947368,0.10526315789473684,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.0,0.0,0.0,0.06315789473684211
Exp1_Human,sub-011,bot,childhood_memories,social,1,106,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,6,4,0,0,0,2,0,6,0.09420000000000002,0.07833333333333332,0.054,0.8676666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.04716981132075472,0.04716981132075472,0.0,0.05660377358490566,0.03773584905660377,0.0,0.0,0.0,0.018867924528301886,0.0,0.05660377358490566
Exp1_Human,sub-011,bot,communication,social,1,203,0,11,5,5,0,0,0,0,0,5,5,5,19,10,9,13,27,3,3,4,0,9,0,19,0.8581000000000001,0.14250000000000002,0.0,0.8574999999999999,4.0,3.0,0.054187192118226604,0.024630541871921183,0.024630541871921183,0.0,0.0,0.024630541871921183,0.024630541871921183,0.024630541871921183,0.09359605911330049,0.04926108374384237,0.04433497536945813,0.06403940886699508,0.1330049261083744,0.014778325123152709,0.014778325123152709,0.019704433497536946,0.0,0.04433497536945813,0.0,0.09359605911330049
Exp1_Human,sub-011,bot,conflict,social,1,79,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,5,0,0,2,0,0,0,2,0.29364999999999997,0.1525,0.044,0.8035,3.0,2.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0379746835443038,0.0379746835443038,0.012658227848101266,0.06329113924050633,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.02531645569620253
Exp1_Human,sub-011,bot,cooking,nonsocial,0,81,0,2,1,0,1,0,0,1,0,0,0,2,5,4,4,2,8,2,0,0,0,1,0,3,0.8725333333333333,0.39033333333333325,0.033,0.577,3.0,4.0,0.024691358024691357,0.012345679012345678,0.0,0.012345679012345678,0.0,0.0,0.0,0.024691358024691357,0.06172839506172839,0.04938271604938271,0.04938271604938271,0.024691358024691357,0.09876543209876543,0.024691358024691357,0.0,0.0,0.0,0.012345679012345678,0.0,0.037037037037037035
Exp1_Human,sub-011,bot,cultural_celebrations,social,1,87,1,2,1,0,0,0,0,0,0,0,0,1,6,5,3,2,10,0,1,2,0,1,0,4,0.8437,0.1935,0.0,0.8065,4.0,3.0,0.022988505747126436,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.06896551724137931,0.05747126436781609,0.034482758620689655,0.022988505747126436,0.11494252873563218,0.0,0.011494252873563218,0.022988505747126436,0.0,0.011494252873563218,0.0,0.04597701149425287
Exp1_Human,sub-011,bot,empathy,social,1,83,0,1,3,0,0,0,0,0,0,0,0,0,3,7,4,1,11,2,2,3,0,0,0,7,0.5321,0.105,0.0165,0.878,3.0,2.0,0.012048192771084338,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.03614457831325301,0.08433734939759036,0.04819277108433735,0.012048192771084338,0.13253012048192772,0.024096385542168676,0.024096385542168676,0.03614457831325301,0.0,0.0,0.0,0.08433734939759036
Exp1_Human,sub-011,bot,family,social,1,111,0,2,2,0,0,0,0,0,1,0,1,0,4,5,4,3,9,1,3,3,0,0,0,7,0.5698,0.129,0.022,0.849,3.0,2.0,0.018018018018018018,0.018018018018018018,0.0,0.0,0.009009009009009009,0.0,0.009009009009009009,0.0,0.036036036036036036,0.04504504504504504,0.036036036036036036,0.02702702702702703,0.08108108108108109,0.009009009009009009,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.06306306306306306
Exp1_Human,sub-011,bot,fashion,nonsocial,0,97,0,4,4,0,0,0,0,0,0,0,0,3,11,5,5,7,16,0,5,1,0,0,0,6,0.53185,0.197,0.0465,0.7565,3.0,3.0,0.041237113402061855,0.041237113402061855,0.0,0.0,0.0,0.0,0.0,0.030927835051546393,0.1134020618556701,0.05154639175257732,0.05154639175257732,0.07216494845360824,0.16494845360824742,0.0,0.05154639175257732,0.010309278350515464,0.0,0.0,0.0,0.061855670103092786
Exp1_Human,sub-011,bot,gardening,nonsocial,0,121,0,6,1,1,0,0,0,0,0,2,2,3,9,7,4,5,17,1,2,2,0,0,0,5,0.23223333333333332,0.144,0.044000000000000004,0.8116666666666666,3.0,2.0,0.049586776859504134,0.008264462809917356,0.008264462809917356,0.0,0.0,0.01652892561983471,0.01652892561983471,0.024793388429752067,0.0743801652892562,0.05785123966942149,0.03305785123966942,0.04132231404958678,0.14049586776859505,0.008264462809917356,0.01652892561983471,0.01652892561983471,0.0,0.0,0.0,0.04132231404958678
Exp1_Human,sub-011,bot,movies,nonsocial,0,112,1,2,3,0,1,0,0,1,0,0,0,1,7,5,4,4,12,3,3,1,0,1,0,8,0.5802666666666666,0.209,0.021333333333333333,0.7696666666666667,3.0,3.0,0.017857142857142856,0.026785714285714284,0.0,0.008928571428571428,0.0,0.0,0.0,0.008928571428571428,0.0625,0.044642857142857144,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.026785714285714284,0.026785714285714284,0.008928571428571428,0.0,0.008928571428571428,0.0,0.07142857142857142
Exp1_Human,sub-011,bot,nature,nonsocial,0,86,0,2,0,0,0,0,0,0,0,0,0,0,1,4,3,0,5,1,1,1,0,0,0,3,0.1804,0.16066666666666665,0.10166666666666667,0.7376666666666667,3.0,3.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.046511627906976744,0.03488372093023256,0.0,0.05813953488372093,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.03488372093023256
Exp1_Human,sub-011,bot,photography,nonsocial,0,77,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,1,0,0,0,0,1,-0.16576666666666667,0.0,0.042333333333333334,0.9576666666666668,3.0,3.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06493506493506493,0.05194805194805195,0.0,0.0,0.11688311688311688,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.012987012987012988
Exp1_Human,sub-011,bot,podcasts,nonsocial,0,70,1,2,1,0,0,0,0,0,0,0,0,0,6,6,5,1,12,1,1,2,0,1,0,5,0.43945,0.0955,0.0,0.9045000000000001,3.0,3.0,0.02857142857142857,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.07142857142857142,0.014285714285714285,0.17142857142857143,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.0,0.014285714285714285,0.0,0.07142857142857142
Exp1_Human,sub-011,bot,role_models,social,1,97,0,0,1,0,0,0,0,0,0,0,0,0,2,9,8,1,11,0,1,1,0,0,0,2,0.88945,0.20550000000000002,0.0,0.7945,3.0,2.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.09278350515463918,0.08247422680412371,0.010309278350515464,0.1134020618556701,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,0.0,0.020618556701030927
Exp1_Human,sub-011,bot,seasons,nonsocial,0,115,0,3,0,0,0,0,1,-1,1,0,1,0,5,7,7,1,12,2,1,0,0,0,0,3,0.6537999999999999,0.1785,0.0715,0.75,4.0,4.0,0.02608695652173913,0.0,0.0,-0.008695652173913044,0.008695652173913044,0.0,0.008695652173913044,0.0,0.043478260869565216,0.06086956521739131,0.06086956521739131,0.008695652173913044,0.10434782608695652,0.017391304347826087,0.008695652173913044,0.0,0.0,0.0,0.0,0.02608695652173913
Exp1_Human,sub-011,bot,teamwork,social,1,131,0,5,0,1,0,0,0,0,1,2,3,1,7,7,5,3,15,2,5,1,0,0,1,9,0.09799999999999998,0.08800000000000001,0.0615,0.85,3.0,2.0,0.03816793893129771,0.0,0.007633587786259542,0.0,0.007633587786259542,0.015267175572519083,0.022900763358778626,0.007633587786259542,0.05343511450381679,0.05343511450381679,0.03816793893129771,0.022900763358778626,0.11450381679389313,0.015267175572519083,0.03816793893129771,0.007633587786259542,0.0,0.0,0.007633587786259542,0.06870229007633588
Exp1_Human,sub-011,bot,trust,social,1,117,0,3,4,4,0,0,0,0,0,2,2,1,8,4,4,6,12,3,3,0,0,0,0,6,0.17495000000000005,0.089,0.075,0.8360000000000001,4.0,3.0,0.02564102564102564,0.03418803418803419,0.03418803418803419,0.0,0.0,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.06837606837606838,0.03418803418803419,0.03418803418803419,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128
